,Posts,Channel,Views_03/03,Views_03/12,view_delta
13,"Saba Mulugeta | Ethiopian New Music | Mix By Dj daniel Derso by Dj Daniel 1 year ago 5 minutes, 38 seconds 206 views",DJ Daniel,206,207,1
14,"Dj Daniel Desro | ዳንኤል ደርሶ by Dj Daniel 1 year ago 4 minutes, 43 seconds 165 views",DJ Daniel,165,167,2
15,"Tesfaye Adugna - Mamarw MIX by Dj dabiel Derso by Dj Daniel 1 year ago 2 minutes, 19 seconds 2,020 views",DJ Daniel,2020,2040,20
16,Birhanu Chala mix by Dj Daniel Derso by Dj Daniel 1 year ago 5 minutes 293 views,DJ Daniel,293,295,2
17,"Ehiopian Best music | Asheber Belay Bel Gitem by Dj Daniel 1 year ago 5 minutes, 2 seconds 280 views",DJ Daniel,280,280,0
18,"Amare Menberu  Abshir Beyign by Dj Daniel 2 years ago 5 minutes, 50 seconds 4,902 views",DJ Daniel,4902,4912,10
19,"Solomon Habte Dj #Daniel Derso by Dj Daniel 2 years ago 5 minutes, 12 seconds 293 views",DJ Daniel,293,295,2
20,"Fisseha Wedaj | Salayesh By Dj Daniel Mix by Dj Daniel 2 years ago 4 minutes, 50 seconds 317 views",DJ Daniel,317,318,1
21,"Dj Danuel derso by Dj Daniel 2 years ago 5 minutes, 7 seconds 175 views",DJ Daniel,175,176,1
22,"Bizuayew Berihun Best ethiopian music 2019 by Dj Daniel 2 years ago 5 minutes, 16 seconds 141 views",DJ Daniel,141,141,0
23,"Tigist Aschilegn - Des Yilegnal |+| Dj Daniel mix by Dj Daniel 2 years ago 2 minutes, 35 seconds 145 views",DJ Daniel,145,145,0
24,"ዲጄ ዳናኤል ደርሶ 058-417-3217 by Dj Daniel 2 years ago 3 minutes, 31 seconds 232 views",DJ Daniel,232,232,0
25,"Semahegn Belew mix by Dj Daniel Derso by Dj Daniel 2 years ago 2 minutes, 53 seconds 697 views",DJ Daniel,697,701,4
26,"Alex Anteneh ከዲጄ ዳኔል by Dj Daniel 2 years ago 2 minutes, 38 seconds 97 views",DJ Daniel,97,103,6
27,"Mekdes Zewdu | Best Raya music by Dj Daniel Derso by Dj Daniel 2 years ago 4 minutes, 51 seconds 1,619 views",DJ Daniel,1619,1660,41
28,"DJ Daniel 058-417-3217 by Dj Daniel 2 years ago 1 minute, 18 seconds 82 views",DJ Daniel,82,82,0
29,Ethiopian best music 2020 by Dj Daniel 2 years ago 3 minutes 131 views,DJ Daniel,131,131,0
30,"Selamawit Yohannes | mix by Dj Daniel Derso by Dj Daniel 3 years ago 2 minutes, 21 seconds 268 views",DJ Daniel,268,269,1
31,"DJ Daniel די ג'יי דניאל ዲጄ ዳንኤል by Dj Daniel 3 years ago 1 minute, 31 seconds 149 views",DJ Daniel,149,149,0
32,"Tesfaye adugna - balaye by Dj Daniel Derso by Dj Daniel 3 years ago 4 minutes, 41 seconds 7,169 views",DJ Daniel,7169,7242,73
33,"Zenebe Worku - Man Zim Yilal | ማን ዝም ይላል by Dj Daniel 3 years ago 4 minutes, 6 seconds 805 views",DJ Daniel,805,805,0
34,"Dj Daniel Derso 058-417-3217 by Dj Daniel 3 years ago 5 minutes, 50 seconds 640 views",DJ Daniel,640,641,1
35,"Baye Speedy - filfilu - ENDURANCE (Main Titles) 1999 - Theodros Tadesse (by John Powell) by DJ SPEEDY ENTERTAINMENT 9 years ago 2 minutes, 31 seconds 33,014 views",DJ SPEEDY ENTERTAINMENT,33014,33138,124
36,"Baye Speedy - filfilu - Qine - Yeshi Demelash (Ethiopian Classic Music) by DJ SPEEDY ENTERTAINMENT 9 years ago 4 minutes, 16 seconds 13,932 views",DJ SPEEDY ENTERTAINMENT,13932,13998,66
37,"Baye Speedy - filfilu - Demo Afe (ደሞ አፌ) - Jacky Gosee by DJ SPEEDY ENTERTAINMENT 9 years ago 4 minutes, 30 seconds 46,539 views",DJ SPEEDY ENTERTAINMENT,46539,46890,351
38,"Baye Speedy - filfilu - Abejehu - Betelhem Bekele by DJ SPEEDY ENTERTAINMENT 9 years ago 5 minutes, 8 seconds 24,219 views",DJ SPEEDY ENTERTAINMENT,24219,24570,351
39,"Baye Speedy - filfilu - Tileye Ababiye - Helen Tilahun Gessesse by DJ SPEEDY ENTERTAINMENT 9 years ago 4 minutes, 7 seconds 168,996 views",DJ SPEEDY ENTERTAINMENT,168996,169037,41
40,"Baye Speedy - filfilu - Moten Bayne Endalay (Yebizuye Mastawosha) - Kuku Sebsibe by DJ SPEEDY ENTERTAINMENT 9 years ago 4 minutes, 50 seconds 7,810 views",DJ SPEEDY ENTERTAINMENT,7810,7840,30
41,"Baye Speedy - filfilu - MAN NEBER - Girma Tefera Kassa fet. Mahamud Ahmed by DJ SPEEDY ENTERTAINMENT 9 years ago 4 minutes, 54 seconds 19,549 views",DJ SPEEDY ENTERTAINMENT,19549,19584,35
42,"Baye Speedy - filfilu - Sawa Sawalegn (The Ethiopian Version) - Ziggy Zaga (Kenu) fet.Teddy Yo by DJ SPEEDY ENTERTAINMENT 9 years ago 3 minutes, 30 seconds 8,975 views",DJ SPEEDY ENTERTAINMENT,8975,9011,36
43,"Baye Speedy * filfilu * Gondergna (ጎንደርኛ) * MC Mike & Yoni Yoye ft Filfilu * by DJ SPEEDY ENTERTAINMENT 9 years ago 5 minutes, 41 seconds 10,485 views",DJ SPEEDY ENTERTAINMENT,10485,10513,28
44,"Baye Speedy - filfilu - Coupe' de'cale' (LEBEA) -Nhatty ft Betty and G.Stephane by DJ SPEEDY ENTERTAINMENT 10 years ago 4 minutes, 46 seconds 18,227 views",DJ SPEEDY ENTERTAINMENT,18227,18390,163
45,"Baye Speedy - filfilu - Yebereha Sidetegna - Kuku Sebsibe fet. Teddy Afro by DJ SPEEDY ENTERTAINMENT 10 years ago 4 minutes, 56 seconds 14,069 views",DJ SPEEDY ENTERTAINMENT,14069,14087,18
46,"Baye Speedy - filfilu - New Ukown Dance With Tigregna Music :) by DJ SPEEDY ENTERTAINMENT 10 years ago 3 minutes, 47 seconds 23,783 views",DJ SPEEDY ENTERTAINMENT,23783,23822,39
47,"Baye Speedy - filfilu - Helen Berhe live in Calgary Saturday, August 6th 2011 by DJ SPEEDY ENTERTAINMENT 10 years ago 59 seconds 84,718 views",DJ SPEEDY ENTERTAINMENT,84718,84768,50
48,"Baye Speedy - filfilu - Yandu Ken - Eruk Abiy by DJ SPEEDY ENTERTAINMENT 10 years ago 5 minutes, 32 seconds 15,858 views",DJ SPEEDY ENTERTAINMENT,15858,15897,39
49,"Baye Speedy - filfilu - Hasabun Mesreke - Sayat Demissie by DJ SPEEDY ENTERTAINMENT 10 years ago 5 minutes, 36 seconds 3,746 views",DJ SPEEDY ENTERTAINMENT,3746,3756,10
50,"Baye Speedy - filfilu - BEQA - Nati Halie (official music video) by DJ SPEEDY ENTERTAINMENT 10 years ago 1 minute 4,406 views",DJ SPEEDY ENTERTAINMENT,4406,4413,7
51,"Baye Speedy - filfilu - GirGir - Sajin Dokillie by DJ SPEEDY ENTERTAINMENT 10 years ago 12 minutes, 25 seconds 14,190 views",DJ SPEEDY ENTERTAINMENT,14190,14226,36
52,"Baye Speedy - filfilu - Spanesen Battery - filfilu & Oh My Kiristos (E.T.V Add) by DJ SPEEDY ENTERTAINMENT 10 years ago 46 seconds 4,646 views",DJ SPEEDY ENTERTAINMENT,4646,4670,24
53,"Baye Speedy - filfilu - AWASH - Filflu and Betelhem by DJ SPEEDY ENTERTAINMENT 10 years ago 8 minutes, 3 seconds 82,196 views",DJ SPEEDY ENTERTAINMENT,82196,82222,26
54,"Baye Speedy - filfilu - Abreham G/Medehin @ Teddy Mak - STUDIO 10 by DJ SPEEDY ENTERTAINMENT 10 years ago 6 minutes, 20 seconds 10,799 views",DJ SPEEDY ENTERTAINMENT,10799,11024,225
55,"Baye Speedy - filfilu - Na Na Neyi Neyi - Tigisit Woyiso by DJ SPEEDY ENTERTAINMENT 10 years ago 6 minutes, 40 seconds 17,127 views",DJ SPEEDY ENTERTAINMENT,17127,17144,17
56,"Baye Speedy - filfilu - Yewnetuan Naw - Eyob Mekonnen (Eliyas Melka) by DJ SPEEDY ENTERTAINMENT 10 years ago 5 minutes, 7 seconds 4,420 views",DJ SPEEDY ENTERTAINMENT,4420,4434,14
57,"Baye Speedy - filfilu - KUCHITEN BE ESKISTA (4 ABAY) - Tadele Roba & Mesfen Bekele (KAMUZU KASSA) by DJ SPEEDY ENTERTAINMENT 10 years ago 5 minutes, 53 seconds 12,719 views",DJ SPEEDY ENTERTAINMENT,12719,12739,20
58,"Baye Speedy - filfilu - YeSILTEWA KONJO -  የስልጤዋ ቆንጆ (New Ethiopian hot song) by DJ SPEEDY ENTERTAINMENT 10 years ago 3 minutes, 55 seconds 4,209 views",DJ SPEEDY ENTERTAINMENT,4209,4215,6
59,"Baye Speedy - filfilu - Tigregna be Gurragie (Niehnishe Gere) - Melkau Bireda by DJ SPEEDY ENTERTAINMENT 10 years ago 5 minutes, 4 seconds 16,468 views",DJ SPEEDY ENTERTAINMENT,16468,16481,13
60,"Baye Speedy - filfilu - Twist be Gurragie - Melaku Bireda by DJ SPEEDY ENTERTAINMENT 10 years ago 5 minutes, 20 seconds 6,467 views",DJ SPEEDY ENTERTAINMENT,6467,6480,13
61,"Baye Speedy - filfilu - Melaku Bireda's - Yimar Band by DJ SPEEDY ENTERTAINMENT 10 years ago 46 seconds 5,555 views",DJ SPEEDY ENTERTAINMENT,5555,5559,4
62,"Baye Speedy - filfilu - Melaku Bireda's Twist be Gurragie - New Album ADV. by DJ SPEEDY ENTERTAINMENT 10 years ago 44 seconds 6,241 views",DJ SPEEDY ENTERTAINMENT,6241,6251,10
63,"Baye Speedy - filfilu - Happy 122th BirthDay Charlie Chaplin by Google by DJ SPEEDY ENTERTAINMENT 10 years ago 2 minutes, 8 seconds 3,097 views",DJ SPEEDY ENTERTAINMENT,3097,3099,2
64,"Baye Speedy - filfilu - Nanahi - Saliha Sami by DJ SPEEDY ENTERTAINMENT 10 years ago 5 minutes, 12 seconds 43,228 views",DJ SPEEDY ENTERTAINMENT,43228,43246,18
65,"Baye Speedy - filfilu - Des Yibelegne - NHATTY - MAN - Natnael Ayalew by DJ SPEEDY ENTERTAINMENT 10 years ago 5 minutes, 8 seconds 18,731 views",DJ SPEEDY ENTERTAINMENT,18731,18745,14
66,"Baye Speedy - filfilu- BREAKING NEWS 2 - TESHOME - finally comes down after 7 months by DJ SPEEDY ENTERTAINMENT 10 years ago 2 minutes, 9 seconds 9,026 views",DJ SPEEDY ENTERTAINMENT,9026,9058,32
67,"Baye Speedy - filfilu - BREAKING NEWS 1 - TESHOME - refuses to come down from a tree branch by DJ SPEEDY ENTERTAINMENT 10 years ago 3 minutes, 6 seconds 3,879 views",DJ SPEEDY ENTERTAINMENT,3879,3885,6
68,"Baye Speedy - filfilu - Chirash - Gosee ( Jacky ) by DJ SPEEDY ENTERTAINMENT 10 years ago 4 minutes, 10 seconds 20,339 views",DJ SPEEDY ENTERTAINMENT,20339,20357,18
69,"Baye Speedy - filfilu - Japan Earthquake and Tsunami - Friday, March 11, 2011 ( NEW VIDEO) by DJ SPEEDY ENTERTAINMENT 10 years ago 5 minutes, 45 seconds 3,479 views",DJ SPEEDY ENTERTAINMENT,3479,3484,5
70,"Baye Speedy - filfilu - The Four Cleaners - IZY production by DJ SPEEDY ENTERTAINMENT 10 years ago 3 minutes, 11 seconds 5,116 views",DJ SPEEDY ENTERTAINMENT,5116,5119,3
71,"Baye Speedy - filfilu- REGGAE KEMISE - Semere (Seme-X) fet. Hailu by DJ SPEEDY ENTERTAINMENT 10 years ago 5 minutes, 14 seconds 8,260 views",DJ SPEEDY ENTERTAINMENT,8260,8281,21
72,"Baye Speedy - filfilu - KeBeir Chaf - Abebayehu Tadesse's Interview by DJ SPEEDY ENTERTAINMENT 10 years ago 7 minutes, 33 seconds 3,534 views",DJ SPEEDY ENTERTAINMENT,3534,3536,2
73,"Baye Speedy - filfilu - Melkie - Nhatty - Natnael Ayalew by DJ SPEEDY ENTERTAINMENT 10 years ago 3 minutes, 54 seconds 6,019 views",DJ SPEEDY ENTERTAINMENT,6019,6025,6
74,"Baye Speedy - filfilu - MaN - Nhatty - Natnael Ayalew by DJ SPEEDY ENTERTAINMENT 11 years ago 3 minutes, 51 seconds 50,720 views",DJ SPEEDY ENTERTAINMENT,50720,50728,8
75,"Baye Speedy - filfilu - Kefitret Yekeresh - Tadele Roba (Lafonatine) by DJ SPEEDY ENTERTAINMENT 11 years ago 4 minutes, 53 seconds 269,594 views",DJ SPEEDY ENTERTAINMENT,269594,270620,1026
76,"Baye Speedy - filfilu - LibbiE - Abiy yilma,Tokichaw, Mulualem siferaw (MessengerS) by DJ SPEEDY ENTERTAINMENT 11 years ago 5 minutes, 16 seconds 10,890 views",DJ SPEEDY ENTERTAINMENT,10890,10909,19
77,"Baye Speedy - filfilu - Ethiopian Dud Dance Group by DJ SPEEDY ENTERTAINMENT 11 years ago 8 minutes, 43 seconds 338,437 views",DJ SPEEDY ENTERTAINMENT,338437,338445,8
78,"Baye Speedy - filfilu -  Ene Negne Yale - Ashebir Belay (GoJaM) by DJ SPEEDY ENTERTAINMENT 11 years ago 5 minutes, 24 seconds 31,604 views",DJ SPEEDY ENTERTAINMENT,31604,31622,18
79,"Baye Speedy - filfilu - Mike Tyson's Best Interview Reply by DJ SPEEDY ENTERTAINMENT 11 years ago 1 minute, 5 seconds 2,765 views",DJ SPEEDY ENTERTAINMENT,2765,2766,1
80,"filfilu- Cairo, Egypt - Diplomatic White Van Runs Over Crowd & Kills More Than 20 PPL by DJ SPEEDY ENTERTAINMENT 11 years ago 3 minutes, 29 seconds 2,228 views",DJ SPEEDY ENTERTAINMENT,2228,2230,2
81,"Baye Speedy - filfilu - TIZIBIT NAW - reMiX - Abresh z Get ( Kennedy Mengesha ) by DJ SPEEDY ENTERTAINMENT 11 years ago 4 minutes, 49 seconds 39,122 views",DJ SPEEDY ENTERTAINMENT,39122,39162,40
82,"Baye Speedy - filfilu - Man Naw Tew Yemilegne - Birhanu Tezera ft Tsegaye Dendena by DJ SPEEDY ENTERTAINMENT 11 years ago 4 minutes, 25 seconds 10,012 views",DJ SPEEDY ENTERTAINMENT,10012,10026,14
83,"Baye Speedy - filfilu - TEGA BEY TEGA - Gojam - Eskedar Amsalu by DJ SPEEDY ENTERTAINMENT 11 years ago 6 minutes, 46 seconds 72,300 views",DJ SPEEDY ENTERTAINMENT,72300,72356,56
84,"Baye Speedy - filfilu - Himemie - Tsedenya G/Markos by DJ SPEEDY ENTERTAINMENT 11 years ago 4 minutes, 46 seconds 15,426 views",DJ SPEEDY ENTERTAINMENT,15426,15455,29
85,"Baye Speedy - filfilu - Yegeberie Lij - Geter Wubet Allew - Selamnesh Zemene by DJ SPEEDY ENTERTAINMENT 11 years ago 5 minutes, 3 seconds 63,668 views",DJ SPEEDY ENTERTAINMENT,63668,63898,230
86,"Baye Speedy - filfilu - AS KOOTU, ASIN JIIRRA - Abbitoo Kabbadaa's - Nigussuu Taammiraat by DJ SPEEDY ENTERTAINMENT 11 years ago 4 minutes, 36 seconds 819,243 views",DJ SPEEDY ENTERTAINMENT,819243,819875,632
87,"Baye Speedy - filfilu - ZUMBARRA  (BENISHANGUL) Dimonde Melkamu fe. Asne Abate by DJ SPEEDY ENTERTAINMENT 11 years ago 4 minutes, 25 seconds 8,230 views",DJ SPEEDY ENTERTAINMENT,8230,8236,6
88,"BAYE SPEEDY - filfilu - Selel - Tadesse Alemu (Tigregna Wedding Song) by DJ SPEEDY ENTERTAINMENT 11 years ago 7 minutes, 45 seconds 51,644 views",DJ SPEEDY ENTERTAINMENT,51644,51659,15
89,"BAYE SPEDDY - filfilu - GAMAKUM - TSEGAZEAB G/SILASSIE by DJ SPEEDY ENTERTAINMENT 11 years ago 7 minutes, 2 seconds 3,958 views",DJ SPEEDY ENTERTAINMENT,3958,3961,3
90,"Baye Speedy - filfilu - Tigrigna wedding song - Aziz Hagos by DJ SPEEDY ENTERTAINMENT 11 years ago 7 minutes, 29 seconds 5,527 views",DJ SPEEDY ENTERTAINMENT,5527,5618,91
91,"Baye Speedy - filfilu - * LITTLE ETHIOPIA * Washington DC - CNN.COM by DJ SPEEDY ENTERTAINMENT 11 years ago 4 minutes, 9 seconds 12,759 views",DJ SPEEDY ENTERTAINMENT,12759,12764,5
92,"Baye Speedy - filfilu - Dessie - Maritu Legesse by DJ SPEEDY ENTERTAINMENT 11 years ago 5 minutes, 20 seconds 58,513 views",DJ SPEEDY ENTERTAINMENT,58513,58676,163
93,"Baye Speedy - filfilu - Gezana - Solomon Haile by DJ SPEEDY ENTERTAINMENT 11 years ago 5 minutes, 15 seconds 36,318 views",DJ SPEEDY ENTERTAINMENT,36318,36327,9
94,"Baye Speedy - filfilu - YIGERMENILO - Solomon Haile by DJ SPEEDY ENTERTAINMENT 11 years ago 5 minutes, 27 seconds 13,413 views",DJ SPEEDY ENTERTAINMENT,13413,13422,9
95,"Baye Speedy - filfilu - Liwamey - Solomon Haile by DJ SPEEDY ENTERTAINMENT 11 years ago 5 minutes, 18 seconds 21,088 views",DJ SPEEDY ENTERTAINMENT,21088,21130,42
96,"Baye Speedy - Chaw Chaw - Tadelle Roba / Hunante Mullu [New Amharic Animation] by DJ SPEEDY ENTERTAINMENT 11 years ago 5 minutes, 33 seconds 14,364 views",DJ SPEEDY ENTERTAINMENT,14364,14452,88
97,"Baye Speedy - filfilu - YAWEWE - Mewded Kebru by DJ SPEEDY ENTERTAINMENT 11 years ago 8 minutes, 3 seconds 16,281 views",DJ SPEEDY ENTERTAINMENT,16281,16281,0
98,"Baye Speedy - filfilu - TIZITA 2010 - Michael Belayneh by DJ SPEEDY ENTERTAINMENT 11 years ago 7 minutes, 6 seconds 349,639 views",DJ SPEEDY ENTERTAINMENT,349639,349654,15
99,"Baye Speedy - filfilu - Lucy Boyz by DJ SPEEDY ENTERTAINMENT 11 years ago 3 minutes, 37 seconds 7,596 views",DJ SPEEDY ENTERTAINMENT,7596,7612,16
100,"Baye Speddy - filfilu - TEW TEW - Teddy Yo by DJ SPEEDY ENTERTAINMENT 11 years ago 4 minutes, 33 seconds 3,602 views",DJ SPEEDY ENTERTAINMENT,3602,3606,4
101,"Baye Speedy - filfilu - Arada Larada - Faf Crazzy by DJ SPEEDY ENTERTAINMENT 11 years ago 4 minutes, 13 seconds 9,424 views",DJ SPEEDY ENTERTAINMENT,9424,9432,8
102,"Baye Speedy - filfilu - UNE, ULY - Dereje Haile (comedy) by DJ SPEEDY ENTERTAINMENT 11 years ago 2 minutes, 3 seconds 45,334 views",DJ SPEEDY ENTERTAINMENT,45334,45343,9
103,"Baye Speedy - filfilu - MULULEGNE P.2 - DEREGE HAILE comedy by DJ SPEEDY ENTERTAINMENT 11 years ago 1 minute, 2 seconds 29,760 views",DJ SPEEDY ENTERTAINMENT,29760,29769,9
104,"Baye Speedy - filfilu - NUZAZIE - FILFILU NEW september 2010 by DJ SPEEDY ENTERTAINMENT 11 years ago 12 minutes, 32 seconds 464,296 views",DJ SPEEDY ENTERTAINMENT,464296,464480,184
105,"Baye Speedy - filfilu - LEBE - Helen Berhe (Halle Berry) by DJ SPEEDY ENTERTAINMENT 11 years ago 5 minutes, 5 seconds 61,240 views",DJ SPEEDY ENTERTAINMENT,61240,61260,20
106,"Baye Speedy - filfilu - CHIFERRAW DERRA - Henok Abebe fet, Nhatty (Natnael Ayelew) by DJ SPEEDY ENTERTAINMENT 11 years ago 4 minutes, 42 seconds 3,552 views",DJ SPEEDY ENTERTAINMENT,3552,3563,11
107,"Baye Speedy * filfilu * BEQA * Nati Haile (new song with lyrics) by DJ SPEEDY ENTERTAINMENT 11 years ago 4 minutes, 19 seconds 23,026 views",DJ SPEEDY ENTERTAINMENT,23026,23037,11
108,"Baye Speedy * filfilu * ADDIS ALEM * Teddy Afro (FIKIR ESKE MEKABIR) by DJ SPEEDY ENTERTAINMENT 11 years ago 5 minutes, 13 seconds 7,771 views",DJ SPEEDY ENTERTAINMENT,7771,7774,3
109,"Baye Speedy * filfilu * Empire State Of Mind * Alicia Keys & Jay Z (Brit Awards 2010) by DJ SPEEDY ENTERTAINMENT 11 years ago 4 minutes, 46 seconds 1,451 views",DJ SPEEDY ENTERTAINMENT,1451,1454,3
110,"Baye Speedy * filfilu * Chamballalla Reggae Ethiopia * Masinko remix by DJ SPEEDY ENTERTAINMENT 11 years ago 4 minutes, 54 seconds 7,472 views",DJ SPEEDY ENTERTAINMENT,7472,7476,4
111,"Baye Speedy * speedy * Ere Na Gobezu * Asrat Bossenna by DJ SPEEDY ENTERTAINMENT 11 years ago 4 minutes, 27 seconds 20,811 views",DJ SPEEDY ENTERTAINMENT,20811,20821,10
112,"Baye speedy - filfilu - Negen Layew - Eyob Mekonen by DJ SPEEDY ENTERTAINMENT 11 years ago 5 minutes, 33 seconds 1,695 views",DJ SPEEDY ENTERTAINMENT,1695,1701,6
113,"Baye Speedy - filfilu - Belomi Benna - Mahmoud Ahmed & badumes band by DJ SPEEDY ENTERTAINMENT 11 years ago 6 minutes, 55 seconds 1,439 views",DJ SPEEDY ENTERTAINMENT,1439,1442,3
114,"Baye Speedy - filfilu - Yewoyin Haregitwa - Alemayehu Eshete & badume's band by DJ SPEEDY ENTERTAINMENT 11 years ago 7 minutes, 59 seconds 2,113 views",DJ SPEEDY ENTERTAINMENT,2113,2117,4
115,"Baye Speedy - filfilu - Tizita - mahmoud ahmed & badume's band by DJ SPEEDY ENTERTAINMENT 11 years ago 6 minutes, 6 seconds 9,011 views",DJ SPEEDY ENTERTAINMENT,9011,9014,3
116,"Baye Speedy - filfilu - Mella Mella - Mahmoud Ahmed & badume's band by DJ SPEEDY ENTERTAINMENT 11 years ago 8 minutes, 28 seconds 28,822 views",DJ SPEEDY ENTERTAINMENT,28822,28823,1
117,"Baye Speedy - filfilu - Chaf Woraj Alle - DJ Same ft. Teddy Yo by DJ SPEEDY ENTERTAINMENT 11 years ago 4 minutes, 15 seconds 7,277 views",DJ SPEEDY ENTERTAINMENT,7277,7289,12
118,"Baye Speedy - filfilu - No Games - Serani by DJ SPEEDY ENTERTAINMENT 11 years ago 3 minutes, 15 seconds 4,341 views",DJ SPEEDY ENTERTAINMENT,4341,4347,6
119,"Baye Speedy - filfilu - Na Na Na - Bethlehem TekleMariyam by DJ SPEEDY ENTERTAINMENT 11 years ago 4 minutes, 38 seconds 18,409 views",DJ SPEEDY ENTERTAINMENT,18409,18421,12
120,"Baye Speedy - filfilu - Tegga Bey - Teddy Yo ft. Marry by DJ SPEEDY ENTERTAINMENT 11 years ago 3 minutes, 58 seconds 4,860 views",DJ SPEEDY ENTERTAINMENT,4860,4895,35
121,"Baye Speedy - filfilu -  Dafii Kootu - Jambo Jote JJ by DJ SPEEDY ENTERTAINMENT 11 years ago 4 minutes, 42 seconds 6,275 views",DJ SPEEDY ENTERTAINMENT,6275,6293,18
122,"Baye Speedy - filfilu - LIYU - Henok Abebe - DJ Fatsu by DJ SPEEDY ENTERTAINMENT 11 years ago 3 minutes, 35 seconds 3,286 views",DJ SPEEDY ENTERTAINMENT,3286,3291,5
123,"Baye Speedy - filfilu - Bey Isti - Beysti - Henok Abebe by DJ SPEEDY ENTERTAINMENT 11 years ago 3 minutes, 28 seconds 12,245 views",DJ SPEEDY ENTERTAINMENT,12245,12251,6
124,"Baye Speedy - filfilu - Fikir Yizogne - Bethlehem TekleMariyam by DJ SPEEDY ENTERTAINMENT 11 years ago 4 minutes, 54 seconds 328,045 views",DJ SPEEDY ENTERTAINMENT,328045,328102,57
125,"Baye Speedy - filfilu - SABA SABINA Re-mix - Hameru (A.J) by DJ SPEEDY ENTERTAINMENT 11 years ago 5 minutes, 16 seconds 3,444 views",DJ SPEEDY ENTERTAINMENT,3444,3452,8
126,"Baye Speedy - filfilu - she is mine - YENE NAT - Jonny Ragga feat. k'alyn by DJ SPEEDY ENTERTAINMENT 11 years ago 4 minutes, 44 seconds 9,160 views",DJ SPEEDY ENTERTAINMENT,9160,9166,6
127,"Baye Speedy - filfilu - HISAB / CHEMESTRY - Alex Olompiya by DJ SPEEDY ENTERTAINMENT 11 years ago 5 minutes, 3 seconds 14,930 views",DJ SPEEDY ENTERTAINMENT,14930,14932,2
128,"Baye Speedy - filfilu - LIBBIE - NATI - Nhatty new single by DJ SPEEDY ENTERTAINMENT 11 years ago 4 minutes, 39 seconds 29,897 views",DJ SPEEDY ENTERTAINMENT,29897,29903,6
129,"Baye Speedy - filfilu - BYE BYE - Netsanet Melesse - NEW BALAGERU by DJ SPEEDY ENTERTAINMENT 11 years ago 7 minutes, 6 seconds 28,243 views",DJ SPEEDY ENTERTAINMENT,28243,28379,136
130,"Baye Speedy - filfilu - Ethiopian idol in the memory of Tilahun Gessesse by DJ SPEEDY ENTERTAINMENT 11 years ago 10 minutes, 9 seconds 16,092 views",DJ SPEEDY ENTERTAINMENT,16092,16107,15
131,"Baye Speedy - filfilu - MENGEDEGNA - GIGI LIVE - Ejigayehu Shibabaw fet. Tabla Beat Science by DJ SPEEDY ENTERTAINMENT 11 years ago 10 minutes, 53 seconds 142,601 views",DJ SPEEDY ENTERTAINMENT,142601,143077,476
132,"Baye Speedy - filfilu - CHAT, KHAT YAMEREKINAL - HARARA by DJ SPEEDY ENTERTAINMENT 11 years ago 6 minutes, 51 seconds 24,408 views",DJ SPEEDY ENTERTAINMENT,24408,24424,16
133,"Baye Speedy - filfilu - Tikus Dinich - Amharic comedy - funny by DJ SPEEDY ENTERTAINMENT 11 years ago 6 minutes, 13 seconds 155,122 views",DJ SPEEDY ENTERTAINMENT,155122,155272,150
